nom,type,region,province,latitude,longitude,population
Komtaka,commune,Nord,Province du Yatenga,14.04872,-2.4242,0
Komsilga,commune,Centre-Nord,Province du Bam,13.43013,-1.48683,0
Komsilga,commune,Centre,Kadiogo Province,12.18653,-1.63379,0
Komsiléga,commune,Nord,Province du Yatenga,13.61458,-2.48122,0
Kopialga,commune,Est,Province de la Komandjoari,12.71095,0.38382,0
Kompongou,commune,Est,,11.61667,1.98333,0
Komonga,commune,Est,,13,-0.08333,0
Komondi,commune,Sahel,Province du Yagha,13.29838,0.35819,0
Komondi,commune,Est,Province du Gobnangou,12.62674,2.0532,0
Komona,commune,Est,Gnagna Province,13.28421,-0.31477,0
Komo,commune,Sud-Ouest,,10.56667,-3.01667,0
Konkoro,commune,Boucle du Mouhoun,Province de la Koosin,13.2602,-3.8802,0
Kombouri,commune,Nord,Province du Yatenga,13.79658,-2.77893,0
Komki-Ipala,commune,Centre,Kadiogo Province,12.18279,-1.79131,0
Komkarga,commune,Centre,Kadiogo Province,12.42992,-1.26882,0
Komin-Yanga,commune,Centre-Est,Province du Koulpelogo,11.69972,0.13694,0
Komiargo,commune,Boucle du Mouhoun,Province du Sourou,13.15539,-2.56911,0
Komestenga,commune,Centre-Nord,Sandbondtenga,12.93982,-1.36647,0
Kombouensé,commune,Est,Gnagna Province,13.0587,-0.05992,0
Kombouédogo,commune,Centre-Ouest,,12.13333,-2.3,0
Kombos Yargo,commune,Centre-Sud,Bazega Province,12.08927,-1.39733,0
Kombori,commune,Boucle du Mouhoun,Province de la Koosin,13.4359,-3.9403,0
Kamboincé,commune,Centre,Kadiogo Province,12.4646,-1.56284,0
Komboari,commune,Est,Province du Gourma,12.08257,0.22688,0
Kouékembissiga,commune,Centre,Kadiogo Province,12.34445,-1.3758,0
Kombéolé,commune,Centre-Nord,,12.56667,-0.61667,0
Kombedogo,commune,Centre-Nord,Province du Bam,13.26492,-1.48877,0
Komanmpouma,commune,Est,,12.5284,0.79408,0
Komadougou,commune,Est,,12.14178,0.32752,0
Koma,commune,Centre-Est,,11.63333,-0.43333,0
Kolouoko,commune,Est,,12.07029,-0.03169,0
Kolouaga,commune,Est,Province du Gobnangou,12.28848,1.9928,0
Koronso,commune,Boucle du Mouhoun,Province de la Koosin,13.2017,-4.1776,0
Kolonkwom,commune,Nord,Province du Yatenga,13.11235,-2.00406,0
Kolonkoura,commune,Boucle du Mouhoun,,12.73333,-4.1,0
Kolokom,commune,Boucle du Mouhoun,Province du Sourou,13.11143,-2.60516,0
Kolonkouakou,commune,Est,,12.08333,0.16667,0
Kolonkan-Sirakoro,commune,Boucle du Mouhoun,Province de la Koosin,13.3203,-4.0681,0
Kolonkani Ba,commune,Boucle du Mouhoun,Province de la Koosin,13.3421,-3.9911,0
Kolonkan Gouré Diallo,commune,Boucle du Mouhoun,Province de la Koosin,13.2809,-3.8737,0
Kolonkan,commune,Boucle du Mouhoun,Province de la Koosin,13.214,-4.1198,0
Kolokan,commune,Boucle du Mouhoun,Province de la Koosin,13.079,-4.2717,0
Kolonida,commune,Boucle du Mouhoun,,12.43333,-4.01667,0
Kolonguikom,commune,Plateau-Central,,12.5,-0.66667,0
Kolongalona,commune,Sahel,Province du Séno,14.03531,0.17736,0
Kolokom,commune,Plateau-Central,,12.70298,-1.34783,0
Kololo,commune,Centre-Ouest,,12.65,-2.2,0
Kolokouomé,commune,Est,,12.26667,-0.01667,0
Kologkoum,commune,Centre-Nord,,12.98575,-1.24837,0
Kolokouamé,commune,Est,,12.5,-0.08333,0
Kolokom,commune,Nord,Province du Yatenga,13.59737,-2.74785,0
Kolokom,commune,Centre,Kadiogo Province,12.1483,-1.68922,0
Kolokolo,commune,Cascades,Province de la Comoé,10.79898,-4.86024,0
Koloko,commune,Hauts-Bassins,Province du Kénédougou,11.0815,-5.31078,0
Kolonkan Gouré Ba,commune,Boucle du Mouhoun,Province de la Koosin,13.2637,-3.8694,0
Kolokandé,commune,Centre-Ouest,,12.2,-2.25,0
Kolokaga,commune,Hauts-Bassins,Province du Kénédougou,11.20722,-4.89585,0
Kologoukom,commune,Centre-Nord,Sandbondtenga,13.04043,-1.52109,0
Kalgondé,commune,Centre,Kadiogo Province,12.2654,-1.42046,0
Kologo Sama,commune,Plateau-Central,,12.38333,-0.6,0
Kologoro,commune,Centre-Ouest,,12.25,-2.05,0
Kologoéro,commune,Centre-Ouest,,12.46667,-2.3,0
Koloniaba,commune,Centre,,12.27718,-1.7138,0
Kologanaba,commune,Centre-Est,,11.78333,-0.26667,0
Kolodiou,commune,,,12.61667,-2.76667,0
Kolobo Samba,commune,Plateau-Central,,12.2,-0.78333,0
Kolobassama,commune,Centre-Sud,,11.91667,-1.5,0
Kolo,commune,Centre-Sud,,11.05,-0.98333,0
Kollo,commune,Nord,,12.81667,-2.4,0
Kollé,commune,Sud-Ouest,,10.18333,-2.96667,0
Ouogo,commune,Plateau-Central,,12.66506,-1.20115,0
Kolkol,commune,Sud-Ouest,,11.05,-3.16667,0
Kolinka,commune,Sud-Ouest,,11.05,-2.71667,0
Kolindioura,commune,Sud-Ouest,,10.38333,-3.01667,0
Kolibila,commune,Nord,,12.86667,-2.35,0
Kolibié,commune,Sud-Ouest,,10.08333,-2.85,0
Kolessi,commune,Cascades,,10.71667,-5.15,0
Kolérou,commune,Boucle du Mouhoun,,12.98695,-3.76733,0
Kolèl,commune,Sahel,Oudalan,14.55222,-0.42579,0
Koléka,commune,Sud-Ouest,,10.91667,-3.03333,0
Koléga,commune,Centre-Nord,Sandbondtenga,13.54888,-0.93727,0
Kolastenga,commune,,,12.18333,-0.43333,0
Kolangaligui,commune,Sahel,Province du Yagha,13.49053,0.59477,0
Kolana,commune,Cascades,,10.73333,-5.05,0
Kolakwé,commune,Sahel,Province du Yagha,13.56031,0.70523,0
Kola,commune,Boucle du Mouhoun,,12.68333,-2.8,0
Kokoun,commune,Boucle du Mouhoun,,12.1,-3.13333,0
Kokou,commune,Est,Gnagna Province,13.07782,0.31709,0
Kokossé Nabikomé,commune,Centre-Est,,12.06667,-0.31667,0
Kokoroué,commune,Hauts-Bassins,Province du Houet,11.17373,-4.44386,0
Kokoro,commune,Hauts-Bassins,Province du Kénédougou,11.49127,-4.72467,0
Kokoré,commune,Centre-Ouest,,12.68333,-2.66667,0
Kokoraré,commune,Centre-Est,,11.06667,-0.6,0
Kokora,commune,Centre-Nord,,12.58333,-0.61667,0
Kokora,commune,Cascades,,10.8,-5.01667,0
Kokon,commune,Cascades,,10.28333,-4.16667,0
Koglobaraogo,commune,Centre-Nord,Sandbondtenga,13.57094,-1.32337,0
Kokolibou,commune,Sud-Ouest,,10.90194,-2.97983,0
Kokogou,commune,Est,,12.7,0.46667,0
Kokoaga,commune,Centre-Est,,11.75,-0.23333,0
Koko,commune,Cascades,,10.65,-5.45,0
Kokim,commune,Nord,Province du Yatenga,13.37066,-2.40671,0
Koken,commune,Centre-Nord,Sandbondtenga,13.19884,-1.12031,0
Koirétégui,commune,Sahel,Oudalan,14.36511,-0.01495,0
Koin,commune,Boucle du Mouhoun,,12.71667,-2.83333,0
Koikonba,commune,Sahel,Province du Séno,14.02903,-0.19863,0
Koibéné,commune,Centre-Est,,12.21667,-0.13333,0
Kohorasso,commune,Hauts-Bassins,Province du Houet,11.33987,-4.09612,0
Koho,commune,Boucle du Mouhoun,,11.68333,-3.13333,0
Koho,commune,Hauts-Bassins,,11.45,-3.55,0
Kohda,commune,Est,Gnagna Province,13.51024,0.04188,0
Kogoué,commune,Hauts-Bassins,Province du Houet,11.91416,-4.56828,0
Kogodou,commune,Est,Gnagna Province,12.72798,0.10997,0
Kagotenga,commune,Plateau-Central,,12.66351,-1.065,0
Kogori,commune,Est,Province du Gobnangou,12.46158,2.21731,0
Kognonghin,commune,Centre,Kadiogo Province,12.22734,-1.59161,0
Kogomou,commune,Est,,12.8,-0.16667,0
Kogoma,commune,Hauts-Bassins,Province du Houet,11.7021,-4.55396,0
Kogola,commune,Nord,Province du Yatenga,13.11262,-2.39866,0
Koogo,commune,Centre-Est,,11.4,0.1,0
Komassogo,commune,Plateau-Central,,12.73148,-1.23605,0
Kogo,commune,Plateau-Central,Province du Ganzourgou,12.65226,-0.66956,0
Kofindren,commune,Centre,Kadiogo Province,12.41667,-1.48333,0
Kofila,commune,Hauts-Bassins,,11.33333,-3.91667,0
Koéna,commune,Boucle du Mouhoun,,11.88333,-3.05,0
Koédogo,commune,Centre-Nord,Province du Namentenga,13.09651,-0.70801,0
Kodyolay,commune,Sahel,Province du Séno,13.82592,0.02422,0
Kodyengou,commune,Sahel,Province du Yagha,13.27563,0.36116,0
Kodyèl,commune,Est,Province de la Komandjoari,12.80057,1.16766,0
Kodyé,commune,Centre-Ouest,,12.6,-2.33333,0
Kodro,commune,Centre-Nord,Sandbondtenga,13.19592,-0.88037,0
Kodouro,commune,Sud-Ouest,,10.33333,-3.11667,0
Kodougou,commune,Boucle du Mouhoun,,12.51667,-3.6,0
Kodogo,commune,Centre-Sud,Bazega Province,12.07878,-1.59558,0
Kodjani,commune,Est,,12.86305,0.04178,0
Kotchari,commune,Est,,11.83333,1.91667,0
Kodioloy Loboy,commune,Sahel,Province du Djelgodji,14.131,-0.5844,0
Kodima,commune,Hauts-Bassins,Province du Houet,11.29935,-4.12486,0
Kodjini,commune,Est,Province du Gobnangou,12.03778,1.34714,0
Kodézoaga,commune,Centre-Est,,11.16667,-0.06667,0
Kodemendé,commune,Centre-Est,,12.48333,-0.6,0
Kodassari,commune,Est,Province de la Komandjoari,12.65332,1.10621,0
Kodara,commune,Centre-Ouest,,11.65,-2.63333,0
Kodala,commune,Hauts-Bassins,Province du Houet,11.05274,-4.43761,0
Kodagou,commune,Est,Province du Gobnangou,12.40262,1.64729,0
Kobssé,commune,Centre-Sud,,11.91667,-1.6,0
Kobrou,commune,Cascades,Province de la Comoé,10.07559,-4.39745,0
Koboutéon Tienkbé,commune,Sud-Ouest,,10.35,-2.91667,0
Koboundouen,commune,Centre-Est,,12.45,-0.35,0
Kobougou,commune,Sahel,Province du Yagha,13.35141,0.46716,0
Kobori,commune,Est,Gnagna Province,13.0286,0.02712,0
Kobo,commune,Nord,Province du Yatenga,13.72026,-1.82755,0
Kobini,commune,Sahel,Province du Yagha,13.44795,0.89484,0
Kobindyégo,commune,Est,Province du Gobnangou,12.58222,1.83888,0
Kobiadiassa,commune,Cascades,,10.51667,-5.31667,0
Kobato,commune,Est,Province du Gobnangou,12.59566,1.95777,0
Kobanbou,commune,Est,Province du Gobnangou,12.12555,1.60859,0
Koban,commune,Sud-Ouest,,10.21667,-3.26667,0
Koba,commune,Boucle du Mouhoun,,12.51272,-3.92719,0
Koayo,commune,Boucle du Mouhoun,,12.48333,-2.93333,0
Koassa,commune,Centre-Sud,Bazega Province,12.0088,-1.33499,0
Koassanga,commune,Plateau-Central,Province du Bassitenga,12.65664,-1.33146,0
Koara,commune,Centre-Nord,,12.75,-0.75,0
Koara,commune,Boucle du Mouhoun,,12.51667,-4.38333,0
Koanta,commune,Sud-Ouest,,9.48333,-2.76667,0
Koankin,commune,Centre-Sud,,11.75,-1.05,0
Koankè,commune,Centre-Nord,Sandbondtenga,13.06254,-1.46438,0
Kounda,commune,Centre,Kadiogo Province,12.43139,-1.39222,0
Koana,commune,Centre-Sud,,11.23333,-1.6,0
Koalaga,commune,Centre-Ouest,,11.1,-2.3,0
Koala,commune,Nord,,12.83333,-2.23333,0
Koala,commune,Centre,Kadiogo Province,12.42171,-1.27421,0
Koakin,commune,Centre-Sud,,11.95,-1.35,0
Koakin Kouanda,commune,Centre,Kadiogo Province,12.18076,-1.41415,0
Koaken,commune,Nord,,12.97228,-1.67775,0
Koaken,commune,Centre-Nord,,12.95307,-1.33885,0
Koakin,commune,Plateau-Central,,12.58487,-1.5213,0
Koaken,commune,Plateau-Central,,12.23333,-0.58333,0
Koaghin,commune,Centre-Sud,Bazega Province,12.18891,-1.4969,0
Koakin,commune,Centre,Kadiogo Province,12.13681,-1.63755,0
Koagma,commune,Centre-Sud,Bazega Province,12.03403,-1.57056,0
Kô,commune,Centre-Est,,11.51667,-0.35,0
Ko,commune,Sud-Ouest,,10.5,-3,0
Klani,commune,Cascades,,10.66667,-5.4,0
Kiyéri,commune,Centre-Sud,,11.46667,-0.75,0
Kitodougou,commune,Cascades,Province de la Comoé,10.22316,-5.00637,0
Kissidé,commune,Centre-Est,,11.13333,-0.46667,0
Kison,commune,Boucle du Mouhoun,,12.8,-2.9,0
Kissirigouèm,commune,Plateau-Central,,12.81732,-1.37882,0
Kirta,commune,Est,Province du Gobnangou,12.42718,1.76798,0
Kirsiri,commune,Centre-Nord,Province du Namentenga,13.59471,-0.29466,0
Kirsi,commune,Nord,Province du Passoré,13.04028,-1.93778,0
Kirissitenga,commune,Boucle du Mouhoun,Province du Sourou,13.01418,-2.71938,0
Kiriolol,commune,Sahel,Province du Séno,14.07922,0.10911,0
Kirio,commune,Boucle du Mouhoun,Province du Sourou,13.14513,-2.69137,0
Kirilonga,commune,Centre-Ouest,,12.6,-2.11667,0
Kirikoudogo,commune,Nord,Province du Yatenga,13.00913,-2.48128,0
Kirikiri,commune,Est,Province de la Komandjoari,12.84506,1.04096,0
Kirigtenga,commune,Centre-Nord,Sandbondtenga,13.18066,-1.2309,0
Kirien,commune,Nord,Province du Yatenga,13.0702,-2.61183,0
Kiribina,commune,Cascades,,10.65,-4.8,0
Kiribi,commune,Centre-Est,,11.98333,-0.46667,0
Kiri,commune,Nord,,12.98333,-2.45,0
Kiri,commune,Sud-Ouest,,11.01667,-2.75,0
Kirgou,commune,Sahel,Province du Yagha,13.27634,0.71978,0
Kirga,commune,Sahel,Province du Séno,13.55277,-0.10801,0
Kiré,commune,Nord,Province du Yatenga,13.42827,-2.27511,0
Kira,commune,Boucle du Mouhoun,,12.08333,-3.25,0
Kipir,commune,Sud-Ouest,,10.1,-2.95,0
Kipala,commune,Centre-Est,,11.13333,-0.41667,0
Kioma,commune,Boucle du Mouhoun,,12.76667,-3.08333,0
Kinzim,commune,Centre-Est,,11.51667,-0.05,0
Kinyanga,commune,Est,Province du Gobnangou,12.43132,2.01553,0
Kinsouyinkyéma,commune,Centre-Nord,,12.68333,-0.96667,0
Kinséré,commune,Boucle du Mouhoun,Province de la Koosin,13.0903,-3.7001,0
Kinpi,commune,Sud-Ouest,,10.41667,-3.13333,0
Kinpéo,commune,Sud-Ouest,,10.71667,-3.2,0
Tenkiro,commune,Sud-Ouest,,10.6585,-3.57974,0
Kinkélou,commune,Centre-Sud,,12.06911,-1.87076,0
Kingria,commune,Nord,,12.78333,-2.46667,0
Kinga,commune,Centre-Est,,12.2,-0.36667,0
Kinga,commune,Cascades,,10.83333,-5.36667,0
Kindougou,commune,Centre-Nord,Province du Bam,13.4309,-1.53542,0
Kinogo,commune,Centre-Nord,,12.87389,-1.15584,0
Kindiba,commune,Nord,Province du Yatenga,13.22689,-2.18873,0
Kinana,commune,Plateau-Central,Province du Kourwéogo,12.70587,-1.69202,0
Kimini,commune,Cascades,Province de la Comoé,10.1061,-4.7808,0
Kimidougou,commune,Hauts-Bassins,Province du Houet,11.29758,-4.23616,0
Kilou,commune,Centre-Nord,Province du Bam,13.31433,-1.6706,0
Kolongota,commune,Boucle du Mouhoun,Province du Sourou,13.24367,-2.61003,0
Kilkyaga,commune,Est,,12.9,0.73333,0
Kelsmogo,commune,Nord,Province du Yatenga,13.78179,-2.37712,0
Kilingota,commune,Boucle du Mouhoun,Province du Sourou,13.23823,-2.61392,0
Biliguiri,commune,Centre-Sud,,12.00396,-1.19469,0
Kilibo,commune,Nord,Province du Yatenga,13.72342,-2.13946,0
Kiléma,commune,Centre-Nord,Province du Namentenga,13.55393,-0.7393,0
Kilari,commune,Sahel,Province du Séno,13.72561,-0.30078,0
Kila,commune,Boucle du Mouhoun,Province de la Koosin,13.00509,-4.1911,0
Kiko,commune,Boucle du Mouhoun,Province de la Koosin,13.14132,-4.29445,0
Kikilma,commune,Plateau-Central,Province du Kourwéogo,12.7052,-1.85463,0
Kikigogo,commune,Centre-Ouest,,12.38333,-2.36667,0
Kietou,commune,Boucle du Mouhoun,,11.96667,-3.3,0
Kiétou,commune,Centre-Ouest,,11,-2.65,0
Kiétégo,commune,Centre-Nord,Province du Bam,13.08552,-1.71978,0
Kiraïtenga,commune,Boucle du Mouhoun,Province du Sourou,13.12944,-2.66866,0
Kièro,commune,,,12.68333,-2.71667,0
Kierma,commune,Centre-Sud,Bazega Province,12.02121,-1.25247,0
Kiéréma,commune,Centre-Ouest,,11.6,-1.7,0
Kiéré,commune,Hauts-Bassins,,11.65,-3.48333,0
Kiéré,commune,Centre-Ouest,,11.6,-2.55,0
Kientara,commune,Sud-Ouest,,9.75,-3.03333,0
Kyin,commune,Cascades,Province de la Comoé,10.22406,-3.86982,0
Kiemna-Yarsé,commune,Centre-Nord,Sandbondtenga,13.31282,-0.80191,0
Kiembara,commune,Boucle du Mouhoun,Province du Sourou,13.23953,-2.73111,0
Kyèlla,commune,Centre-Nord,Province du Bam,13.54427,-1.60758,0
Kiékouyou,commune,Centre-Ouest,,12,-2.61667,0
Kiéko,commune,Sahel,Province du Djelgodji,13.89781,-0.86201,0
Kiédui,commune,Boucle du Mouhoun,,12.23333,-3.65,0
Kiédié,commune,Centre-Ouest,,11.48333,-2.63333,0
Kiédi,commune,Plateau-Central,,12.48333,-0.96667,0
Kiébo,commune,Centre-Ouest,,12.13333,-2.55,0
Kiébani,commune,Hauts-Bassins,Province du Houet,11.92054,-4.46643,0
Kié,commune,Boucle du Mouhoun,Province de la Koosin,13.1011,-4.13209,0
Tié,commune,Boucle du Mouhoun,Province de la Koosin,12.11173,-4.05319,0
Kibtanga,commune,Nord,Province du Yatenga,13.08144,-1.97546,0
Kiboulougou,commune,Nord,Province du Yatenga,13.15938,-1.9397,0
Kibiri,commune,Boucle du Mouhoun,,12.78333,-3.15,0
Kibila,commune,Nord,Province du Yatenga,13.21534,-2.24911,0
Kibé,commune,Hauts-Bassins,Province du Houet,11.86497,-4.47922,0
Kiapré,commune,Sud-Ouest,,9.45,-2.78333,0
Kiao,commune,Centre-Ouest,,11.6,-1.61667,0
Kialuin,commune,Centre-Ouest,,11.7,-1.76667,0
Kialiéro,commune,Centre-Ouest,,11.68333,-1.76667,0
Kia,commune,Centre-Ouest,,11.05,-2.33333,0
Kyon,commune,Centre-Ouest,,12.27971,-2.57226,0
Kessombodé,commune,Nord,Province du Yatenga,13.63455,-2.83511,0
Kesse,commune,Boucle du Mouhoun,,12,-3.3,0
Kéryaoguen,commune,Centre,Kadiogo Province,12.21499,-1.53839,0
Kèrta,commune,Est,Province du Gobnangou,12.66243,1.50525,0
Kéri,commune,Sahel,Province du Yagha,13.58114,0.80982,0
Kéréna,commune,Boucle du Mouhoun,,12.56667,-3.83333,0
Kéranboro,commune,Sud-Ouest,,10.63333,-3.21667,0
Kéra,commune,Boucle du Mouhoun,,11.95,-3.71667,0
Kénou,commune,Sahel,Province du Djelgodji,14.3412,-1.95005,0
Kenkiéné,commune,Centre-Nord,,12.73333,-0.8,0
Kénésoumdé,commune,Centre-Nord,Province du Namentenga,13.52958,-0.73511,0
Kénéma,commune,Nord,Province du Yatenga,13.95826,-2.19539,0
Kénéko,commune,Nord,Province du Yatenga,13.28659,-2.26021,0
Kéné Kéné,commune,Boucle du Mouhoun,,12.76667,-4.18333,0
Kendèmbay,commune,Nord,,12.83333,-2.68333,0
Kémou,commune,Sud-Ouest,,10.25,-2.83333,0
Kémé,commune,Boucle du Mouhoun,Province de la Koosin,13.0534,-4.0472,0
Kélsoubaïri,commune,Sahel,Province du Djelgodji,14.05127,-1.90122,0
Kèlsio,commune,Centre-Ouest,,12.26667,-2.51667,0
Kielie,commune,Centre-Ouest,Province du Ziro,11.69773,-2.32811,0
Kéléguem,commune,Nord,Province du Yatenga,13.16807,-2.17075,0
Kélesso,commune,Hauts-Bassins,,10.94804,-3.98268,0
Kéléni,commune,Hauts-Bassins,Province du Houet,11.08123,-4.86441,0
Kèlèl,commune,Sahel,Province du Séno,13.75919,-0.01866,0
Kèlbo-Yarcés,commune,Sahel,Province du Djelgodji,13.85414,-1.11371,0
Kelbora,commune,Sud-Ouest,,10.28333,-3.11667,0
Kèlbo Foulcés,commune,Sahel,Province du Djelgodji,13.86584,-1.16084,0
Kéké,commune,Nord,Province du Yatenga,13.92089,-2.43901,0
Kékaba,commune,Boucle du Mouhoun,,12.2,-3.68333,0
Kédeyèndé,commune,Centre-Nord,Province du Bam,13.51924,-1.53644,0
Kbélé,commune,Sud-Ouest,,10.5,-2.95,0
Kazim,commune,Nord,Province du Yatenga,13.01513,-2.05955,0
Kazanga,commune,Centre-Sud,,11.73333,-1.05,0
Kayon,commune,Centre-Nord,Province du Bam,13.4811,-1.41856,0
Kayokorogo,commune,Centre-Sud,,11.98333,-1.85,0
Kayo,commune,Boucle du Mouhoun,,11.76667,-3.15,0
Kayo,commune,Hauts-Bassins,,11.35,-2.88333,0
Kayérobou,commune,Centre-Ouest,,11.23333,-2.05,0
Kayéro,commune,Centre-Ouest,,11.21667,-2.06667,0
Kayéré,commune,Nord,Province du Yatenga,13.37552,-2.25713,0
Kayébila,commune,Centre-Nord,Sandbondtenga,13.5381,-1.11604,0
Kayao,commune,Centre-Sud,Bazega Province,12.01295,-1.8419,0
Kayal,commune,Centre-Ouest,,12.44243,-2.4409,0
Kaya,commune,Hauts-Bassins,Province du Kénédougou,11.8297,-4.73785,0
Kaya,commune,Centre-Sud,,11.05,-1.01667,0
Kawin,commune,Centre-Ouest,,11.21667,-2.41667,0
Kawara,commune,Boucle du Mouhoun,Province du Sourou,13.00039,-2.89573,0
Kawara,commune,Sud-Ouest,,10.36667,-3.03333,0
Katonga,commune,Centre-Est,,11.78333,-0.4,0
Katiyim,commune,Plateau-Central,,12.51667,-0.8,0
Katiou,commune,Centre-Ouest,,12.13333,-2.11667,0
Katierla,commune,Cascades,Province de la Comoé,10.27575,-5.04695,0
Katian,commune,Centre-Ouest,,11.43333,-1.81667,0
Kati,commune,Hauts-Bassins,Province du Kénédougou,11.32225,-5.12652,0
Katenga,commune,Plateau-Central,,12.60464,-1.40616,0
Katchirga,commune,Sahel,Province du Séno,14.03872,0.10679,0
Katchi,commune,Boucle du Mouhoun,,12.76667,-4.01667,0
Katanga,commune,Plateau-Central,,12.63398,-1.72306,0
Katana,commune,Hauts-Bassins,Province du Kénédougou,11.83189,-5.16023,0
Kataga,commune,Centre-Sud,,11.66667,-1.26667,0
Katafona,commune,Hauts-Bassins,Province du Kénédougou,11.56239,-4.94588,0
Katabtenga,commune,Centre,,12.50639,-1.56216,0
Kassoum,commune,Boucle du Mouhoun,Province du Sourou,13.0788,-3.3024,0
Kasson,commune,Centre-Ouest,,12.25,-2.3,0
Kassola,commune,Centre-Sud,,11.16667,-0.88333,0
Kasso,commune,Centre-Ouest,,11.56667,-1.73333,0
Kassité,commune,Cascades,,10.46667,-3.85,0
Kerriera,commune,Sud-Ouest,Province du Poni,10.30267,-3.5612,0
Kasséguéra,commune,Cascades,,10.41667,-5.13333,0
Kasséba Mossi,commune,Nord,Province du Yatenga,13.1717,-2.43388,0
Kasséba-Samo,commune,Nord,Province du Yatenga,13.16786,-2.43337,0
Kassandé,commune,Cascades,Province de la Comoé,10.53061,-4.28575,0
Kassan,commune,Boucle du Mouhoun,,13,-3.03333,0
Kassaho,commune,Hauts-Bassins,,11.53333,-3.75,0
Kassaga,commune,Hauts-Bassins,Province du Kénédougou,11.19677,-4.89213,0
Kassa,commune,Centre,Kadiogo Province,12.47075,-1.56166,0
Kasila,commune,Nord,,12.7,-2.38333,0
Kashili,commune,Centre-Nord,Sandbondtenga,13.19568,-0.93066,0
Kasari,commune,Sahel,Province du Séno,14.03874,-0.11743,0
Karyégou,commune,Est,Province de la Komandjoari,12.7933,1.073,0
Kartasso,commune,Hauts-Bassins,Province du Kénédougou,11.14797,-5.25537,0
Karsandi,commune,Sahel,Province du Yagha,13.36525,0.35989,0
Karpélé,commune,Sahel,Province du Djelgodji,14.3804,-0.7706,0
Karo,commune,Boucle du Mouhoun,,12.36206,-3.30395,0
Karna,commune,Hauts-Bassins,Province du Houet,11.51941,-4.5025,0
Karmoukyakya,commune,Centre-Est,,12.03333,-0.4,0
Karmanma,commune,Sahel,Province du Yagha,13.45191,0.91321,0
Karma,commune,Nord,Province du Yatenga,13.70816,-2.35369,0
Karma,commune,Hauts-Bassins,Province du Kénédougou,11.45913,-5.02296,0
Karka,commune,Centre-Nord,Sandbondtenga,13.2015,-0.7551,0
Kari,commune,Boucle du Mouhoun,,12.41667,-3.16667,0
Kari,commune,Hauts-Bassins,,11.38791,-3.62125,0
Kargouzi,commune,Sahel,Province du Séno,13.76158,0.0517,0
Kargou,commune,Centre-Est,,11.15,-0.5,0
Kargo,commune,Centre-Nord,Province du Bam,13.49548,-1.51876,0
Kargaga,commune,Centre-Est,,11.68333,-0.73333,0
Karga,commune,Sahel,Province du Séno,13.81783,-0.07911,0
Karfiguéla,commune,Cascades,Province de la Comoé,10.69761,-4.8183,0
Kwaré Tokossel,commune,Boucle du Mouhoun,Province du Sourou,13.396,-3.1997,0
Karéo,commune,Nord,,12.78333,-2.1,0
Karengatenga,commune,Centre-Nord,Province du Bam,13.10403,-1.67026,0
Karénankali,commune,Sahel,Province du Séno,13.33586,1.15107,0
Karémama,commune,Est,,12.91667,0.28333,0
