nom,type,region,province,latitude,longitude,population
Kourouba,commune,Nord,Province du Yatenga,13.10094,-2.55923,0
Kourou,commune,Sahel,Province du Yagha,13.30551,0.78545,0
Kourou,commune,Sud-Ouest,,10.66667,-3.23333,0
Kourori,commune,Sahel,Province du Yagha,13.5315,0.12782,0
Kouro,commune,Boucle du Mouhoun,,12.80417,-3.61436,0
Kournéré,commune,,,12.9,-0.35,0
Kouloungou,commune,Est,Province du Gourma,12.10891,0.25542,0
Kourkourkodya,commune,Est,Gnagna Province,13.09315,0.13997,0
Kourki,commune,Centre-Est,,11.23333,-0.41667,0
Kourit Yaoguen,commune,Centre-Est,,12.28333,-0.45,0
Kouritenga,commune,Centre-Est,,12.13333,-0.28333,0
Kourissiensé,commune,Centre-Sud,,11.66667,-1.3,0
Kourinion,commune,Hauts-Bassins,,10.96667,-4.81667,0
Kourigué,commune,Sahel,Province du Djelgodji,14.03329,-0.7237,0
Kourian,commune,Plateau-Central,,12.7991,-1.82433,0
Kouri,commune,Sahel,Province du Séno,13.89689,-0.14233,0
Kouri,commune,Nord,Province du Yatenga,13.56136,-2.48048,0
Kouri,commune,Est,Gnagna Province,12.65512,-0.06432,0
Kouri,commune,Centre-Sud,Bazega Province,12.04782,-1.5221,0
Kouri,commune,Centre-Ouest,,11.23333,-2.23333,0
Kourgou,commune,Est,,12.36601,0.68004,0
Kourgou,commune,Plateau-Central,,12.33333,-0.76667,0
Kourgano,commune,Sud-Ouest,,10.76667,-3.2,0
Kourfèl Sidiki,commune,Sahel,Province du Djelgodji,14.21697,-0.75417,0
Kourfadji,commune,Sahel,Province du Djelgodji,14.47956,-1.2686,0
Kourésilogo,commune,Centre-Nord,Sandbondtenga,13.4738,-1.13265,0
Kodjena,commune,Est,Gnagna Province,13.08037,0.20411,0
Kourouba Bangaré,commune,Nord,Province du Yatenga,13.47023,-2.38589,0
Kourouba Mogo,commune,Nord,Province du Yatenga,13.45992,-2.37055,0
Kourao,commune,Centre-Nord,Province du Bam,13.8016,-1.57031,0
Kourani,commune,Boucle du Mouhoun,Province du Sourou,13.0495,-3.3726,0
Koumranga,commune,Nord,Province du Yatenga,13.42756,-2.02867,0
Kourakou,commune,Sahel,Province du Séno,14.01939,0.28867,0
Koura,commune,Hauts-Bassins,,11.71667,-3.66667,0
Kour,commune,Sud-Ouest,,10.1,-2.93333,0
Koupouello,commune,Boucle du Mouhoun,,11.85,-3.1,0
Koupessara,commune,Centre-Nord,,12.6,-0.51667,0
Koupéné,commune,Centre-Nord,,12.61667,-0.85,0
Koupélogo,commune,Centre-Sud,,11.9,-1.4,0
Kourpellé,commune,Centre-Nord,Province du Bam,13.4531,-1.5387,0
Koupélen,commune,Centre-Est,Kouritenga Province,12.28449,-0.26165,0
Koubol Alfa,commune,Sahel,Province du Djelgodji,14.02565,-1.63654,0
Koupéla,commune,Nord,Province du Passoré,13.0139,-1.78819,0
Koukpéla,commune,Centre-Nord,,12.85464,-1.29281,0
Koupéla,commune,Centre-Ouest,,11.96667,-2.38333,0
Koupéala,commune,Centre-Nord,Sandbondtenga,13.69947,-1.21866,0
Kouossey,commune,Nord,Province du Yatenga,13.04635,-2.41351,0
Kouoro,commune,Cascades,,10.48333,-5.3,0
Kounienga,commune,Plateau-Central,,12.59424,-1.42819,0
Kounou,commune,Centre-Ouest,Province de la Sissili,11.03139,-1.62806,0
Kounla,commune,Centre-Nord,,12.84505,-1.3567,0
Kounla,commune,Boucle du Mouhoun,,12.48333,-3.8,0
Kounkouna,commune,Sud-Ouest,Province du Poni,10.12734,-3.42152,0
Kounia,commune,Sahel,Province du Djelgodji,14.5045,-1.7855,0
Kouni,commune,Nord,Province du Yatenga,13.03511,-2.18207,0
Kouni,commune,Hauts-Bassins,Province du Houet,12.0762,-4.4973,0
Koungwo,commune,Nord,Province du Yatenga,13.21157,-1.79231,0
Koungny,commune,Boucle du Mouhoun,,12.78333,-3.11667,0
Kounga,commune,Nord,Province du Yatenga,13.40268,-2.21825,0
Koundoula,commune,Nord,Province du Yatenga,13.18481,-1.88259,0
Koundougou,commune,Centre-Est,,12.18333,-0.18333,0
Koundougou,commune,Hauts-Bassins,Province du Houet,11.72244,-4.50851,0
Koundouba,commune,Nord,Province du Yatenga,13.14516,-2.32021,0
Koundogo,commune,Centre-Est,,11.55,-0.01667,0
Koundla,commune,Centre-Nord,Province du Bam,13.10301,-1.69338,0
Koundimi-Soudéni,commune,Hauts-Bassins,Province du Houet,11.23559,-4.0864,0
Koundimi-Ba,commune,Hauts-Bassins,Province du Houet,11.22353,-4.07151,0
Koundi,commune,Boucle du Mouhoun,,11.33333,-2.83333,0
Kounda,commune,Centre-Sud,Bazega Province,12.13381,-1.48926,0
Kounandia,commune,Boucle du Mouhoun,,12.41667,-3.35,0
Kouna,commune,Boucle du Mouhoun,Province de la Koosin,13.3649,-3.971,0
Koumzorodogo,commune,Centre-Est,,12.43333,-0.38333,0
Koumsyéogo,commune,Plateau-Central,,12.38333,-0.53333,0
Koumsaga,commune,Centre-Sud,Bazega Province,12.04906,-1.5418,0
Koumnoro,commune,Centre-Nord,Sandbondtenga,13.25914,-1.23047,0
Koumnéré,commune,Centre-Sud,,11.83333,-1.36667,0
Koumna,commune,Nord,Province du Yatenga,13.60112,-2.07331,0
Koumkoulré,commune,Centre-Sud,,12.08506,-1.95423,0
Koumissi,commune,Plateau-Central,,12.87161,-1.46571,0
Koumirtenga,commune,Centre-Nord,,12.95,-0.68333,0
Koumi,commune,Hauts-Bassins,Province du Houet,11.13608,-4.43027,0
Kouména,commune,Nord,Province du Yatenga,13.6139,-1.99519,0
Koumdagnoré,commune,Centre,Kadiogo Province,12.36392,-1.61436,0
Koumbri,commune,Nord,Province du Yatenga,13.84694,-2.41123,0
Koumbranga,commune,Nord,Province du Yatenga,13.43207,-1.96696,0
Koumbou,commune,Sud-Ouest,,10.26667,-3.15,0
Koumbogoro,commune,Centre-Ouest,Province de la Sissili,11.36667,-1.68333,0
Koumbo,commune,Centre-Ouest,Province de la Sissili,11.3325,-1.6625,0
Koumbia,commune,Hauts-Bassins,,11.23562,-3.69542,0
Koumbataka,commune,Sahel,Province du Djelgodji,14.06356,-1.78882,0
Koumbara,commune,Boucle du Mouhoun,,12.89572,-3.39243,0
Koumbani,commune,Nord,Province du Yatenga,13.70899,-2.22802,0
Koumbango,commune,Centre-Nord,Province du Bam,13.4401,-1.56278,0
Koumbadougou,commune,Hauts-Bassins,Province du Houet,11.26836,-4.59011,0
Koumandi,commune,Est,Gnagna Province,13.07387,-0.15951,0
Koumandara,commune,Hauts-Bassins,Province du Houet,10.89354,-4.29001,0
Koumana,commune,Boucle du Mouhoun,,11.96667,-3.81667,0
Kouma,commune,Boucle du Mouhoun,Province de la Koosin,12.1968,-4.1656,0
Koulwéogo,commune,Plateau-Central,,12.48333,-0.9,0
Koulto,commune,Centre-Nord,Sandbondtenga,13.13586,-1.14063,0
Koulponsgo,commune,Centre-Nord,Province du Namentenga,13.41613,-0.65403,0
Koulpissi,commune,Est,,12.93333,-0.35,0
Koulpellé,commune,Centre-Sud,,11.91667,-1.26667,0
Koupeléga,commune,Centre-Sud,Bazega Province,12.10145,-1.25875,0
Koulpélé,commune,Centre-Nord,,12.81667,-0.65,0
Koulouwagadi,commune,Est,,12.08333,0.5,0
Koulouoko,commune,Centre-Est,,12.01667,-0.35,0
Kouloungou Iré,commune,Centre-Ouest,,12.03333,-2.28333,0
Koulouméogou,commune,Centre-Nord,,12.73333,-0.5,0
Kouloumbou,commune,Sud-Ouest,,10.11667,-2.9,0
Kouloumassatenga,commune,Plateau-Central,,12.87201,-1.62751,0
Koulouloura,commune,Sud-Ouest,,10.41667,-3.31667,0
Kouloukpé,commune,Sud-Ouest,,10.51667,-2.98333,0
Koulouko,commune,Centre-Nord,Province du Namentenga,13.4829,-0.70267,0
Koulougoto,commune,Centre-Sud,,11.81667,-1.5,0
Koulogo,commune,Plateau-Central,Province du Kourwéogo,12.44862,-1.7082,0
Koulougbélé,commune,Sud-Ouest,,10.68333,-3.01667,0
Koulou-Ganda,commune,Centre-Nord,Province du Namentenga,13.4705,-0.27666,0
Koulouéogo,commune,Centre-Nord,Province du Bam,13.63032,-1.78843,0
Koulouéogo,commune,Nord,Province du Passoré,13.01872,-1.75777,0
Koulou,commune,Nord,,12.96377,-1.58585,0
Koulopagaré,commune,Sahel,Province du Djelgodji,13.88489,-0.9688,0
Kouloko,commune,Centre-Sud,,11.93333,-1.45,0
Koulwoko,commune,Centre-Sud,Bazega Province,12.12504,-1.32784,0
Kouloho,commune,Hauts-Bassins,,11.46797,-3.14215,0
Koulogo,commune,Centre-Nord,Sandbondtenga,13.06778,-1.01453,0
Koulogo,commune,Centre-Sud,Bazega Province,12.0867,-1.42152,0
Koulo,commune,Sud-Ouest,,10.33333,-3,0
Koulnatenga,commune,Centre-Ouest,,12.21221,-1.98041,0
Koulmyougou,commune,Est,,12.25,0.6,0
Koulli,commune,Nord,,13.00242,-1.59656,0
Koulkianga,commune,Centre-Est,,12.35,-0.28333,0
Kouritenga,commune,Centre,Kadiogo Province,12.3197,-1.54269,0
Koulirouré,commune,Centre-Ouest,,12.03333,-2.1,0
Koulinkouna,commune,Sud-Ouest,,10.41667,-3.31667,0
Kouliniéré,commune,Centre-Nord,Province du Bam,13.22605,-1.71599,0
Koulima,commune,Hauts-Bassins,Province du Houet,11.15662,-4.28737,0
Koulikamsé,commune,Centre-Est,,12.26667,-0.25,0
Kouliga,commune,Centre-Sud,,11.25,-1.46667,0
Koulibila,commune,Est,Gnagna Province,13.07226,-0.36939,0
Kouliba,commune,Centre-Est,,12.16667,-0.16667,0
Kouli,commune,Centre-Ouest,,11.45,-1.71667,0
Koulgoren,commune,Centre-Ouest,,12.28333,-2.01667,0
Koulga,commune,Est,,12.26667,0.3,0
Koin-billétion,commune,Sud-Ouest,,10.90434,-2.91759,0
Kouléguézougou,commune,Centre-Ouest,,12.1,-2.16667,0
Koulébéaga,commune,Centre-Nord,Province du Namentenga,13.56356,-0.4566,0
Koulbi Yoratéoun,commune,Sud-Ouest,,9.6,-2.78333,0
Koulbalé,commune,Centre-Est,,12.21667,-0.38333,0
Koularé,commune,Boucle du Mouhoun,Province du Sourou,13.1055,-3.2042,0
Koulagane,commune,Sud-Ouest,,11.2,-3.21667,0
Koula,commune,Centre-Nord,Sandbondtenga,13.46419,-0.86972,0
Koukzandé,commune,Boucle du Mouhoun,,12.76667,-2.68333,0
Kouksabla,commune,Centre-Nord,,12.94018,-1.29026,0
Koukpiala,commune,Centre-Nord,,12.82151,-1.03081,0
Koukousen,commune,Centre-Ouest,,12.1,-2.28333,0
Koukourousso,commune,Cascades,,10.55,-5.28333,0
Koukourouna,commune,Hauts-Bassins,,11.4,-3.9,0
Koukourouba,commune,Hauts-Bassins,Province du Houet,11.82332,-4.48358,0
Koukouré,commune,Centre-Nord,Sandbondtenga,13.0468,-1.45972,0
Koukounkoulouga,commune,Centre-Ouest,,12.13333,-2.4,0
Koukoulou,commune,Centre-Sud,Bazega Province,12.09748,-1.85752,0
Koukouli,commune,Centre-Sud,,11.96667,-1.48333,0
Koukouli,commune,Cascades,,10.56667,-5.26667,0
Koukouldi,commune,Centre-Ouest,,12.2,-2.53333,0
Koukouiré,commune,Centre-Sud,,11.68333,-1.11667,0
Koukotyoungou,commune,Est,Province du Gobnangou,12.39142,2.05068,0
Koukonoré,commune,Centre-Nord,,12.7,-0.63333,0
Koukin,commune,Plateau-Central,,12.80513,-1.77656,0
Kouken,commune,,,12.3,-2.06667,0
Koukébako,commune,Plateau-Central,,12.81768,-1.5418,0
Koukankangou,commune,Est,Province du Gobnangou,12.63532,2.13858,0
Kouka,commune,Boucle du Mouhoun,Province de la Koosin,11.89822,-4.33785,0
Kouka,commune,Centre-Est,,11.1,-0.5,0
Kouizili,commune,Centre-Sud,Bazega Province,12.043,-1.6531,0
Kouini,commune,Hauts-Bassins,Province du Kénédougou,11.15843,-4.98479,0
Kouima,commune,Nord,Province du Passoré,13.02066,-1.82673,0
Kouiléra,commune,Centre-Nord,Sandbondtenga,13.18843,-0.87337,0
Kouikourkodya,commune,Est,Gnagna Province,13.0512,0.11073,0
Kouidi,commune,Centre,Kadiogo Province,12.46341,-1.31221,0
Koui,commune,Plateau-Central,Province du Kourwéogo,12.67451,-1.6719,0
Kouhoulongou,commune,Nord,,12.83333,-2.3,0
Kouhoulogo,commune,Centre-Sud,,11.86667,-1.38333,0
Kouhini,commune,Centre-Nord,Province du Namentenga,13.62459,-0.54864,0
Kougui,commune,Centre-Est,,12.21667,-0.35,0
Kougsen,commune,Centre-Ouest,,12.35,-2.15,0
Kougsabla,commune,Centre-Nord,Province du Bam,13.2722,-1.55657,0
Koukpéla,commune,Centre-Sud,Bazega Province,12.08956,-1.36608,0
Kougpela,commune,Centre-Sud,,11.88333,-1.4,0
Kougpaka,commune,Centre-Sud,Bazega Province,11.99328,-1.68163,0
Kougousoulô,commune,Nord,Province du Yatenga,13.5984,-1.91997,0
Kougouri,commune,Centre-Nord,Sandbondtenga,13.10502,-1.22537,0
Kougouri,commune,Centre-Est,,12.3,-0.33333,0
Kougoura,commune,Sud-Ouest,,10.55,-3.21667,0
Kougoularé,commune,Nord,Province du Yatenga,13.77766,-2.38158,0
Kougoula Paka,commune,Centre-Ouest,,12.13585,-1.98206,0
Kougoué,commune,Centre-Est,,11.81667,-0.15,0
Kougoudouguen,commune,Plateau-Central,,12.48333,-0.76667,0
Kougoubaga,commune,Centre-Sud,,11.75,-1.18333,0
Kougouandi,commune,Est,,12.98333,-0.23333,0
Kougo Tenga,commune,Centre-Est,,12.36667,-0.5,0
Kougmassogo,commune,Centre-Sud,,11.96667,-1.21667,0
Kouérédéni,commune,Hauts-Bassins,Province du Houet,11.73543,-4.64839,0
Kouéré,commune,Cascades,Province de la Comoé,10.46282,-3.9966,0
Kouantou,commune,Hauts-Bassins,Province du Houet,11.32558,-4.12224,0
Kouéna,commune,Boucle du Mouhoun,,12.15,-3.71667,0
Kouèkouesso,commune,Hauts-Bassins,Province du Houet,11.23971,-4.03301,0
Kiamou,commune,Est,Province du Gourma,12.38786,0.38508,0
Koudiéré,commune,Centre,,12.22966,-1.76182,0
Koudyantyagou,commune,Est,Province du Gobnangou,12.27385,1.53039,0
Koudissi,commune,Centre-Sud,,12.02451,-1.89773,0
Koulwéoghin,commune,Plateau-Central,,12.52353,-1.74003,0
Koudombo,commune,Nord,Province du Yatenga,13.33077,-2.37963,0
Koudougou,commune,Plateau-Central,,12.69258,-1.59459,0
Koudmi,commune,Centre-Est,,12.23333,-0.35,0
Koudma,commune,Nord,Province du Yatenga,13.35451,-2.10727,0
Koudiougou,commune,Centre-Sud,,11.83333,-1.43333,0
Koudio,commune,Sud-Ouest,,10.41667,-2.98333,0
Koubourgou,commune,Est,Province du Gobnangou,12.58919,2.0526,0
Koubouré,commune,Centre-Nord,,12.63333,-0.51667,0
Kouboulou,commune,Centre-Ouest,,11.9,-1.86667,0
Koubon,commune,Centre-Ouest,,11.53333,-2.58333,0
Kouboin,commune,Centre-Ouest,,11.6,-2.58333,0
Koubi,commune,Hauts-Bassins,,12.05,-4.6,0
Koubéogué,commune,Centre-Est,Province du Boulgou,11.82428,-0.0242,0
Koubé,commune,Boucle du Mouhoun,Province de la Koosin,13.0925,-3.5153,0
Koubabako,commune,Nord,Province du Yatenga,13.29747,-2.07642,0
Kouba,commune,Nord,Province du Yatenga,13.56551,-2.50271,0
Kouba,commune,Centre,Kadiogo Province,12.24009,-1.43018,0
Kouayargou,commune,Est,Province du Gourma,12.08799,1.04315,0
Kouatou,commune,Boucle du Mouhoun,Province de la Koosin,12.0265,-4.3132,0
Kouassé,commune,Boucle du Mouhoun,,12.6921,-3.10954,0
Kouaré,commune,Est,,11.94053,0.30065,0
Kouapkouka,commune,Centre-Est,,12.43333,-0.33333,0
Kouangouasso,commune,Hauts-Bassins,Province du Kénédougou,11.95754,-4.83261,0
Kouanga,commune,Centre-Ouest,,12.28591,-1.99851,0
Kouaneyan,commune,Centre-Nord,Sandbondtenga,13.09995,-0.99013,0
Kouandré,commune,Centre-Nord,,12.6,-0.8,0
Kouana,commune,Boucle du Mouhoun,,12.19737,-3.49013,0
Kouana,commune,Hauts-Bassins,Province du Kénédougou,11.17621,-5.0997,0
Koualtanguen,commune,Nord,,12.85,-2.33333,0
Koualma,commune,Centre-Nord,Sandbondtenga,13.16565,-0.92138,0
Kouakourouma,commune,Hauts-Bassins,,12.03333,-4.56667,0
Kouakouna,commune,Boucle du Mouhoun,Province de la Koosin,12.3137,-4.4389,0
Kouakoualé,commune,Hauts-Bassins,Province du Houet,11.06691,-4.26384,0
Kouakoua,commune,Boucle du Mouhoun,Province de la Koosin,12.2785,-4.069,0
Kouabkouka,commune,Centre-Nord,Province du Namentenga,13.05544,-0.61667,0
Koua,commune,Hauts-Bassins,Province du Houet,11.17046,-4.2632,0
Kou,commune,Centre-Ouest,,11.73333,-1.91667,0
Kotyari,commune,Est,Gnagna Province,13.17147,0.00946,0
Kotyanboubagou,commune,Est,Province du Gobnangou,12.32323,1.61598,0
Kottia,commune,Est,,12.95,-0.01667,0
Kotoura,commune,Hauts-Bassins,,10.96667,-5.28333,0
Kotoudeni,commune,Hauts-Bassins,,10.95,-5.01667,0
Kotoua,commune,Centre-Ouest,,11.63333,-2.58333,0
Kotou,commune,Boucle du Mouhoun,Province de la Koosin,11.9703,-4.28204,0
Kotonano,commune,Sud-Ouest,,10.63333,-3.16667,0
Kotina,commune,Sud-Ouest,,10.53333,-3.08333,0
Koti,commune,Hauts-Bassins,,11.4,-3.05,0
Kotélé,commune,Centre-Ouest,,11.73333,-1.76667,0
Kotédougou,commune,Hauts-Bassins,Province du Houet,11.2017,-4.13333,0
Kodemtoré,commune,Centre,,12.54434,-1.48672,0
Kota,commune,Boucle du Mouhoun,,12.81667,-3.28333,0
Kostenga,commune,Plateau-Central,,12.13333,-0.73333,0
Kostènga,commune,Centre-Est,,12,-0.38333,0
Kossouka,commune,Nord,Province du Yatenga,13.36436,-1.90435,0
Kossougoudou,commune,Est,Gnagna Province,12.93488,-0.23303,0
Kossonkoré,commune,Centre-Nord,Province du Namentenga,13.28163,-0.64825,0
Kossogué,commune,Sahel,Province du Séno,13.9411,-0.50662,0
Kossodo,commune,Centre,Kadiogo Province,12.41498,-1.47193,0
Kossoden,commune,Centre-Nord,,12.98333,-0.43333,0
Kossoba,commune,Boucle du Mouhoun,,12.45,-3.96667,0
Lossa-Mossi,commune,Nord,Province du Yatenga,13.98414,-2.30443,0
Kosso,commune,Boucle du Mouhoun,,12.48333,-3.63333,0
Kosso,commune,Centre-Ouest,,11.41667,-1.65,0
Kosso,commune,Sud-Ouest,,9.86667,-3.18333,0
Kosségo,commune,Sud-Ouest,,9.78333,-3,0
Kossara,commune,Cascades,,10.6,-4.76667,0
Kossami,commune,Sud-Ouest,,9.98333,-3.33333,0
Kossala,commune,Centre-Sud,,11.95,-1.26667,0
Kosoro,commune,Nord,Province du Yatenga,14.02458,-2.35817,0
Kosoguen,commune,Centre-Nord,Sandbondtenga,13.29379,-1.05029,0
Kossodin,commune,Plateau-Central,,12.54071,-1.3767,0
Kosmasson,commune,Centre-Sud,,11.8,-1.26667,0
Kossilci,commune,,,12.13235,-1.92951,0
Kosgo,commune,Nord,Province du Passoré,13.00442,-1.90175,0
Koryèndé,commune,Centre-Nord,Sandbondtenga,13.46366,-1.00859,0
Korro,commune,Nord,,12.88333,-2.56667,0
Korosso,commune,Hauts-Bassins,Province du Houet,11.07421,-4.06053,0
Korossaboloro,commune,,,12.85,-0.28333,0
Korbè,commune,Sud-Ouest,,10.83127,-2.98343,0
Koronkoura,commune,Sud-Ouest,,10.66667,-3.38333,0
Korongon,commune,Sud-Ouest,,9.95,-2.83333,0
Koronaba,commune,Centre-Ouest,,12.66667,-2.15,0
Koromé,commune,Boucle du Mouhoun,Province du Sourou,13.1305,-3.3701,0
Korombouli,commune,Centre-Nord,Sandbondtenga,13.33484,-1.13916,0
Korombéré,commune,Boucle du Mouhoun,,12.65,-3.35,0
Koromassoro,commune,,,12.66667,-0.65,0
Koroma,commune,Hauts-Bassins,Province du Houet,11.33906,-4.03366,0
Korom,commune,Plateau-Central,,12.68898,-1.57621,0
Korogoro,commune,Cascades,,10.51667,-4.76667,0
Korogo,commune,Plateau-Central,Province du Bassitenga,12.76912,-1.4958,0
Korogo,commune,Sud-Ouest,,10.26667,-3.03333,0
Korobou,commune,Centre-Ouest,,11.35,-2.25,0
Korobi,commune,Boucle du Mouhoun,,12,-3.78333,0
Koro,commune,Nord,,12.7281,-1.99894,0
Koro,commune,Centre-Sud,,11.43333,-1.43333,0
Koro,commune,Hauts-Bassins,Province du Houet,11.14225,-4.19968,0
Koro,commune,Sud-Ouest,,10.58333,-3.56667,0
Korko-Natenga,commune,Centre-Nord,Sandbondtenga,13.5229,-1.00175,0
Korkobièl,commune,Sahel,Province du Djelgodji,14.0015,-0.98811,0
Korkoakin,commune,Centre-Sud,,11.96667,-1.33333,0
Korko,commune,Centre-Nord,Sandbondtenga,13.53722,-1.0294,0
Koriba Tanzou,commune,Sud-Ouest,,9.95,-2.81667,0
Koriba Kinkéni,commune,Sud-Ouest,,9.91667,-2.83333,0
Koriba,commune,Sud-Ouest,,9.93333,-2.81667,0
Koria,commune,Sahel,Province du Séno,13.97833,0.06013,0
Kori,commune,Sud-Ouest,,10.61667,-3,0
Koiréziéna,commune,Sahel,Oudalan,14.36384,-0.02992,0
Koréba,commune,Hauts-Bassins,Province du Houet,11.66578,-4.57913,0
Koré,commune,Boucle du Mouhoun,,12.35,-3.61667,0
Kordié,commune,Centre-Ouest,,12.59276,-2.37028,0
Korbé,commune,Sud-Ouest,,10.85,-2.98333,0
Koratenga,commune,Plateau-Central,,12.48333,-0.95,0
Koran,commune,Boucle du Mouhoun,,12.35,-3.5,0
Kora,commune,Centre-Nord,Province du Bam,13.37518,-1.54409,0
Kopti,commune,Sahel,Province du Yagha,13.56561,0.31285,0
Kopsséré,commune,Centre-Nord,Province du Bam,13.64,-1.79864,0
Koper,commune,Sud-Ouest,,11.06667,-2.9,0
Kopèndi,commune,Est,Province du Gobnangou,12.57738,1.78263,0
Kopélougou,commune,Centre-Est,,11.11667,-0.7,0
Kopapinzi,commune,Centre-Ouest,,12.33333,-2.43333,0
Koodjina,commune,Est,,12.61667,-0.05,0
Konzio,commune,Centre-Ouest,,11.01667,-1.81667,0
Konzèna,commune,Boucle du Mouhoun,,11.55,-2.7,0
Kontyénaba,commune,Centre-Ouest,,12.06667,-2.15,0
Kontyégou,commune,Est,Gnagna Province,13.16935,0.37945,0
Kontyandi,commune,Est,Gnagna Province,13.41236,0.0262,0
Kontopénga,commune,Plateau-Central,,12.08333,-0.73333,0
Kontioro,commune,Centre-Sud,,11.26667,-1.6,0
Kontikoura,commune,Sud-Ouest,,9.96667,-3.46667,0
Kontigué,commune,Nord,Province du Yatenga,13.24448,-2.41368,0
Kontigé,commune,Centre-Ouest,,12.78333,-2.55,0
Konntyana,commune,Sahel,Province du Yagha,13.03171,0.7375,0
Kontiadi,commune,Est,Gnagna Province,13.39245,-0.00445,0
Kontéguéré,commune,Centre-Sud,,11.86667,-1.38333,0
Komtama,commune,Plateau-Central,,12.65416,-1.3023,0
Kontaga,commune,Est,Province du Gourma,12.22056,-0.03403,0
Konsori,commune,Centre-Ouest,,11.2,-2.33333,0
Konséoulga,commune,Centre-Sud,,11.41667,-0.85,0
Konpi,commune,Sud-Ouest,,10.13333,-3.38333,0
Kononga,commune,Nord,Province du Yatenga,13.60724,-2.31583,0
Konokaha,commune,Cascades,,10.56667,-5.2,0
Konndui,commune,Centre-Ouest,,11.65,-1.88333,0
Konlobéwandé,commune,Centre-Sud,,11.9,-1.4,0
Konligidi,commune,Centre-Ouest,,12.15,-2.03333,0
Konlèntyaga,commune,Est,,12.88333,0.65,0
Konkouissen,commune,Centre-Ouest,,12.22498,-1.9548,0
Konkui Koura,commune,Boucle du Mouhoun,,12.83333,-4.11667,0
Konkousse,commune,Plateau-Central,,12.01667,-0.68333,0
Konkouni,commune,Boucle du Mouhoun,,12.66667,-3.78333,0
Konkouissé,commune,Centre-Sud,,11.91667,-1.4,0
Konkouéra,commune,Sud-Ouest,,9.96667,-3.11667,0
Konkoubougui,commune,Centre-Nord,Province du Bam,13.22212,-1.63765,0
Konkoubiri,commune,Plateau-Central,Province du Kourwéogo,12.67088,-1.80084,0
Konkossi,commune,Est,,12.5,-0.06667,0
Konkossé,commune,Centre-Sud,,11.88333,-1.38333,0
Konkouliko,commune,Boucle du Mouhoun,,11.96928,-3.33431,0
Konkoï,commune,Boucle du Mouhoun,,11.9,-3.3,0
Konkéra,commune,Sud-Ouest,,9.86667,-3.03333,0
Konkar,commune,Sud-Ouest,,10.43333,-3.1,0
Koukané,commune,Nord,Province du Yatenga,13.04709,-2.19184,0
Konka,commune,Cascades,,10.45,-3.96667,0
Kongtoro,commune,Centre-Ouest,,12.18358,-1.86228,0
Kongozana,commune,Boucle du Mouhoun,,12.13333,-3.15,0
Kongoussen,commune,Plateau-Central,,12.35,-0.56667,0
Kongosso,commune,Boucle du Mouhoun,,12.15,-3.16667,0
Kongolikoro,commune,Hauts-Bassins,Province du Kénédougou,11.5983,-4.95775,0
Kongolikan,commune,Hauts-Bassins,,11.21242,-3.75229,0
Kongohouro,commune,Cascades,,10.18333,-3.85,0
Kongodian,commune,Hauts-Bassins,,10.9,-5.01667,0
Kongoba,commune,Boucle du Mouhoun,,12,-3.28333,0
Kongbélegban,commune,Cascades,,10.73333,-4.16667,0
Kongango,commune,Cascades,,10.6,-3.86667,0
Konga,commune,Sahel,Province du Djelgodji,14.07093,-1.80958,0
Konga,commune,Boucle du Mouhoun,Province du Sourou,13.49493,-2.88265,0
Konékongo,commune,Centre-Sud,,11.8,-1.06667,0
Koné,commune,Centre-Ouest,,12.36667,-2.06667,0
Kondrin,commune,Centre-Sud,,11.85,-1.18333,0
Kondoubouéra,commune,Centre-Sud,,11.9,-1.6,0
Kondouagou,commune,Est,,12.23333,0.26667,0
Kondon,commune,Sud-Ouest,,11.15,-2.65,0
Kondogombenga,commune,Centre-Nord,,12.83333,-0.56667,0
Kondilma,commune,Nord,Province du Yatenga,13.11568,-2.22447,0
Kondié,commune,Sud-Ouest,,10.65,-3.03333,0
Kondidyoaga,commune,Est,,12.25,0.31667,0
Kondiboken,commune,Centre-Nord,Sandbondtenga,13.369,-1.27332,0
Kondibito,commune,Centre-Nord,Province du Bam,13.46948,-1.53649,0
Konden,commune,Nord,Province du Passoré,13.00811,-1.85786,0
Kondaya,commune,Cascades,,10.8,-5.06667,0
Konbwissi,commune,Est,,12.75,0.43333,0
Konbouassi,commune,Est,Gnagna Province,13.06788,-0.23343,0
Konbori,commune,Boucle du Mouhoun,Province de la Koosin,13.32,-4.1171,0
Konbobsi,commune,Est,Gnagna Province,13.10325,0.17627,0
Konblétéoun,commune,Sud-Ouest,,9.8928,-2.97122,0
Konbili,commune,Cascades,,10.75,-5.05,0
Konbatyégou,commune,Sahel,Province du Yagha,13.19287,0.43065,0
Konankira,commune,Boucle du Mouhoun,,12.89934,-3.89276,0
Konadougou,commune,Cascades,,10.6,-5.16667,0
Kona,commune,Nord,,12.78333,-2.25,0
Kona,commune,Boucle du Mouhoun,,12.06864,-3.42708,0
Kona,commune,Hauts-Bassins,Province du Houet,11.26263,-4.12119,0
Komwana,commune,Est,,12.06667,0.91667,0
Komtoega,commune,Nord,Province du Yatenga,13.10791,-2.16365,0
Komtoéga,commune,Centre-Est,Province du Boulgou,11.82556,-0.67944,0
Koumsagha,commune,Centre-Sud,Bazega Province,12.13056,-1.54583,0
